#;Código modular;Nombre;Nivel / Modalidad;Estado;Departamento;Provincia;Distrito
692;1153402;601382;Primaria;Activo;Loreto;Maynas;San Juan Bautista
693;788943;601383;Primaria;Activo;Loreto;Maynas;Belén
694;838367;601384;Primaria;Activo;Loreto;Maynas;Iquitos
695;1153444;601385;Primaria;Activo;Loreto;Maynas;Iquitos
696;1153485;601387;Primaria;Activo;Loreto;Maynas;San Juan Bautista
697;557538;60139;Primaria;Activo;Loreto;Maynas;Fernando Lores
698;1261973;60139;Secundaria;Activo;Loreto;Maynas;Fernando Lores
699;790410;601390;Primaria;Activo;Loreto;Maynas;San Juan Bautista
700;1153527;601391;Primaria;Activo;Loreto;Maynas;San Juan Bautista
701;1151745;601392;Primaria;Activo;Loreto;Maynas;Belén
702;838003;601393;Primaria;Activo;Loreto;Putumayo;Putumayo
703;1145531;601394;Primaria;Activo;Loreto;Maynas;Indiana
704;1145978;601395;Primaria;Activo;Loreto;Maynas;San Juan Bautista
705;803825;601396;Primaria;Activo;Loreto;Loreto;Nauta
706;803858;601397;Primaria;Activo;Loreto;Loreto;Trompeteros
707;1704907;601397;Secundaria;Activo;Loreto;Loreto;Trompeteros
708;803882;601398;Primaria;Activo;Loreto;Loreto;Trompeteros
709;1152222;601399;Primaria;Activo;Loreto;Maynas;Alto Nanay
710;399659;60140;Primaria;Activo;Loreto;Maynas;Fernando Lores
711;1150507;60140;Secundaria;Activo;Loreto;Maynas;Fernando Lores
712;791103;601400;Primaria;Activo;Loreto;Maynas;Napo
713;838839;601401;Primaria;Activo;Loreto;Maynas;Napo
714;1147941;601402;Primaria;Activo;Loreto;Maynas;Napo
715;791160;601403;Primaria;Activo;Loreto;Maynas;Napo
716;800631;601404;Primaria;Activo;Loreto;Requena;Soplin
717;800664;601405;Primaria;Activo;Loreto;Requena;Jenaro Herrera
718;800698;601406;Primaria;Activo;Loreto;Requena;Requena
719;1152263;601407;Primaria;Activo;Loreto;Maynas;Alto Nanay
720;839589;601408;Primaria;Activo;Loreto;Loreto;Parinari
721;838300;601409;Primaria;Activo;Loreto;Maynas;San Juan Bautista
722;804302;601409;Primaria;Activo;Loreto;Mariscal Ramón Castilla;San Pablo
723;399667;60141;Primaria;Activo;Loreto;Maynas;Fernando Lores
724;1153568;601410;Primaria;Activo;Loreto;Maynas;San Juan Bautista
725;1149830;601410;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
726;1790070;601410;Secundaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
727;804369;601411;Primaria;Inactivo;Loreto;Mariscal Ramón Castilla;Pebas
728;838425;601411 MELVIN JONES;Primaria;Activo;Loreto;Maynas;Iquitos
729;1153642;601412;Primaria;Activo;Loreto;Maynas;San Juan Bautista
730;1754183;601412;Secundaria;Activo;Loreto;Maynas;San Juan Bautista
731;815993;601412 - 28 DE JULIO;Primaria;Inactivo;Loreto;Mariscal Ramón Castilla;Yavari
732;838391;601413;Primaria;Activo;Loreto;Maynas;Belén
733;1147982;601414;Primaria;Activo;Loreto;Maynas;Napo
734;838805;601415;Primaria;Activo;Loreto;Maynas;Napo
735;1145572;601416;Primaria;Activo;Loreto;Maynas;Indiana
736;1145614;601417;Primaria;Activo;Loreto;Maynas;Indiana
737;1146349;601418;Primaria;Activo;Loreto;Maynas;Fernando Lores
738;1146380;601419;Primaria;Activo;Loreto;Maynas;Punchana
739;203778;60142;Primaria;Activo;Loreto;Maynas;Fernando Lores
740;1193218;60142;Secundaria;Activo;Loreto;Maynas;Fernando Lores
741;1153683;601420;Primaria;Inactivo;Loreto;Maynas;San Juan Bautista
742;1153725;601421;Primaria;Activo;Loreto;Maynas;San Juan Bautista
743;837740;601421;Primaria;Activo;Loreto;Loreto;Urarinas
744;1638386;601421;Secundaria;Activo;Loreto;Loreto;Urarinas
745;1146018;601422;Primaria;Activo;Loreto;Maynas;Mazan
746;839522;601422;Primaria;Activo;Loreto;Loreto;Nauta
747;839613;601423;Primaria;Activo;Loreto;Loreto;Parinari
748;837658;601424;Primaria;Activo;Loreto;Loreto;Nauta
749;1149673;601425;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
750;1794999;601425;Secundaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
751;837500;601426;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
752;1148832;601427 BILINGUE INTERCULTURAL;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
753;1149756;601429 VILLA NUEVA VIDA;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
754;399675;60143;Primaria;Activo;Loreto;Maynas;Fernando Lores
755;800995;601430;Primaria;Activo;Loreto;Requena;Capelo
756;801027;601431;Primaria;Inactivo;Loreto;Requena;Jenaro Herrera
757;838656;601432;Primaria;Activo;Loreto;Requena;Emilio San Martín
758;1154996;601433;Primaria;Activo;Loreto;Requena;Requena
759;1155035;601434;Primaria;Activo;Loreto;Requena;Maquia
760;1767581;601434;Secundaria;Activo;Loreto;Requena;Maquia
761;1154236;601435;Primaria;Activo;Loreto;Requena;Requena
762;1155076;601436;Primaria;Inactivo;Loreto;Requena;Maquia
763;1155159;601437;Primaria;Activo;Loreto;Requena;Jenaro Herrera
764;1155118;601438;Primaria;Activo;Loreto;Requena;Puinahua
765;1576974;601438;Secundaria;Activo;Loreto;Requena;Puinahua
766;1154632;601439;Primaria;Activo;Loreto;Requena;Emilio San Martín
767;399683;60144;Primaria;Activo;Loreto;Maynas;Fernando Lores
768;685040;60144;Secundaria;Activo;Loreto;Maynas;Fernando Lores
769;1229608;601440;Primaria;Activo;Loreto;Requena;Emilio San Martín
770;1153766;601441;Primaria;Activo;Loreto;Maynas;Fernando Lores
771;1154673;601441;Primaria;Activo;Loreto;Requena;Emilio San Martín
772;1153808;601442;Primaria;Activo;Loreto;Maynas;Iquitos
773;1527282;601443;Primaria;Inactivo;Loreto;Maynas;Iquitos
774;1153881;601444;Primaria;Activo;Loreto;Maynas;San Juan Bautista
775;1146059;601445;Primaria;Activo;Loreto;Maynas;Mazan
776;1146422;601446;Primaria;Activo;Loreto;Maynas;Fernando Lores
777;1153923;601447;Primaria;Activo;Loreto;Maynas;San Juan Bautista
778;837625;601447;Primaria;Activo;Loreto;Loreto;Nauta
779;1153964;601448;Primaria;Activo;Loreto;Maynas;San Juan Bautista
780;837591;601448;Primaria;Activo;Loreto;Loreto;Nauta
781;1790427;601448;Secundaria;Activo;Loreto;Loreto;Nauta
782;1152305;601449;Primaria;Activo;Loreto;Maynas;Alto Nanay
783;837567;601449;Primaria;Activo;Loreto;Loreto;Nauta
784;399691;60145;Primaria;Activo;Loreto;Maynas;Fernando Lores
785;682294;60145;Secundaria;Activo;Loreto;Maynas;Fernando Lores
786;1148360;601450;Primaria;Activo;Loreto;Maynas;San Juan Bautista
787;837534;601450;Primaria;Activo;Loreto;Loreto;Trompeteros
788;1625722;601450;Secundaria;Activo;Loreto;Loreto;Trompeteros
789;1151786;601451;Primaria;Activo;Loreto;Maynas;Punchana
790;837716;601451;Primaria;Activo;Loreto;Loreto;Urarinas
791;839191;601452;Primaria;Activo;Loreto;Maynas;Punchana
792;1154004;601453;Primaria;Activo;Loreto;Maynas;San Juan Bautista
793;1306406;601453;Secundaria;Activo;Loreto;Maynas;San Juan Bautista
794;1154046;601454;Primaria;Activo;Loreto;Maynas;San Juan Bautista
795;1153600;601455;Primaria;Activo;Loreto;Maynas;Fernando Lores
796;837682;601455;Primaria;Activo;Loreto;Loreto;Urarinas
797;1151828;601456;Primaria;Activo;Loreto;Maynas;Punchana
798;839647;601456;Primaria;Activo;Loreto;Loreto;Urarinas
799;1782671;601456;Secundaria;Activo;Loreto;Loreto;Urarinas
800;1151869;601457 LEONCIO PRADO;Primaria;Activo;Loreto;Maynas;Punchana
801;1151901;601458;Primaria;Activo;Loreto;Maynas;Punchana
802;838771;601459;Primaria;Activo;Loreto;Maynas;Napo
803;399709;60146;Primaria;Activo;Loreto;Maynas;Fernando Lores
804;1148022;601460;Primaria;Activo;Loreto;Maynas;Napo
805;1146463;601461;Primaria;Activo;Loreto;Maynas;Fernando Lores
806;1149301;601461;Secundaria;Activo;Loreto;Maynas;Fernando Lores
807;1146505;601462;Primaria;Activo;Loreto;Maynas;Fernando Lores
808;1146547;601463;Primaria;Activo;Loreto;Maynas;Fernando Lores
809;1146588;601464;Primaria;Inactivo;Loreto;Maynas;Fernando Lores
810;1146620;601465;Primaria;Activo;Loreto;Maynas;Fernando Lores
811;1146661;601466;Primaria;Activo;Loreto;Maynas;Fernando Lores
812;1146703;601467;Primaria;Activo;Loreto;Maynas;San Juan Bautista
813;1146745;601468;Primaria;Activo;Loreto;Maynas;Fernando Lores
814;1146786;601469;Primaria;Activo;Loreto;Maynas;Fernando Lores
815;203786;60147;Primaria;Activo;Loreto;Maynas;Fernando Lores
816;1148063;601470;Primaria;Activo;Loreto;Maynas;Napo
817;1148105;601471;Primaria;Activo;Loreto;Maynas;Napo
818;1145655;601472;Primaria;Inactivo;Loreto;Maynas;Indiana
819;1145697;601473;Primaria;Activo;Loreto;Maynas;Indiana
820;1146091;601474 MIGUEL GRAU SEMINARIO;Primaria;Activo;Loreto;Maynas;Mazan
821;1146133;601475;Primaria;Activo;Loreto;Maynas;Mazan
822;1146612;601476;Primaria;Activo;Loreto;Maynas;Las Amazonas
823;1146828;601477;Primaria;Activo;Loreto;Maynas;Fernando Lores
824;1146174;601478;Primaria;Activo;Loreto;Maynas;Mazan
825;1146653;601479;Primaria;Activo;Loreto;Maynas;Mazan
826;399717;60148;Primaria;Activo;Loreto;Maynas;Fernando Lores
827;1145739;601480;Primaria;Activo;Loreto;Maynas;Indiana
828;1146695;601481;Primaria;Activo;Loreto;Maynas;Las Amazonas
829;1146737;601482;Primaria;Activo;Loreto;Maynas;Las Amazonas
830;1146216;601483;Primaria;Activo;Loreto;Maynas;Mazan
831;1145770;601484;Primaria;Activo;Loreto;Maynas;Indiana
832;1146257;601485;Primaria;Activo;Loreto;Maynas;Mazan
833;1151943;601486 ALEXANDER VON HUMBOLDT;Primaria;Activo;Loreto;Maynas;Punchana
834;1307719;601486 ALEXANDER VON HUMBOLDT;Secundaria;Activo;Loreto;Maynas;Punchana
835;1151984;601487;Primaria;Inactivo;Loreto;Maynas;Punchana
836;1146869;601488;Primaria;Activo;Loreto;Maynas;Fernando Lores
837;1145812;601489;Primaria;Activo;Loreto;Maynas;Indiana
838;399725;60149;Primaria;Activo;Loreto;Maynas;San Juan Bautista
839;1146299;601490;Primaria;Activo;Loreto;Maynas;Mazan
840;1153345;601491 MADRE TERESA DE CALCUTA;Secundaria;Activo;Loreto;Maynas;San Juan Bautista
841;1154087;601491 MADRE TERESA DE CALCUTA;Primaria;Activo;Loreto;Maynas;San Juan Bautista
842;1146778;601492;Primaria;Activo;Loreto;Maynas;Las Amazonas
843;1152024;601493;Primaria;Activo;Loreto;Maynas;Punchana
844;1149160;601494;Primaria;Inactivo;Loreto;Maynas;Fernando Lores
845;1148147;601495;Primaria;Activo;Loreto;Maynas;Napo
846;1154129;601496;Primaria;Activo;Loreto;Maynas;San Juan Bautista
847;1154160;601497;Primaria;Activo;Loreto;Maynas;San Juan Bautista
848;1390798;601497;Secundaria;Activo;Loreto;Maynas;San Juan Bautista
849;1154202;601498;Primaria;Activo;Loreto;Maynas;Iquitos
850;1146943;601499 BILINGUE;Primaria;Activo;Loreto;Maynas;Fernando Lores
851;399733;60150;Primaria;Activo;Loreto;Maynas;Fernando Lores
852;1146984;601500;Primaria;Activo;Loreto;Maynas;Fernando Lores
853;400788;601503 JOAQUIN ABENSUR ARAUJO;Primaria;Activo;Loreto;Maynas;Punchana
854;1154244;601504;Primaria;Activo;Loreto;Maynas;Belén
855;1154285;601505;Primaria;Activo;Loreto;Maynas;Iquitos
856;1146331;601506;Primaria;Activo;Loreto;Maynas;Mazan
857;1152347;601507;Primaria;Activo;Loreto;Maynas;Alto Nanay
858;1154327;601508;Primaria;Activo;Loreto;Maynas;San Juan Bautista
859;1146810;601509;Primaria;Activo;Loreto;Maynas;Las Amazonas
860;1145184;601509;Secundaria;Activo;Loreto;Maynas;Mazan
861;399741;60151;Primaria;Activo;Loreto;Maynas;Fernando Lores
862;1146851;601510;Primaria;Activo;Loreto;Maynas;Las Amazonas
863;1154368;601511;Primaria;Activo;Loreto;Maynas;San Juan Bautista
864;1148188;601512;Primaria;Activo;Loreto;Maynas;Napo
865;1154400;601514;Primaria;Activo;Loreto;Maynas;San Juan Bautista
866;1154442;601515;Primaria;Activo;Loreto;Maynas;San Juan Bautista
867;1527829;601515;Secundaria;Activo;Loreto;Maynas;San Juan Bautista
868;1152107;601516;Primaria;Activo;Loreto;Maynas;Punchana
869;1145853;601517;Primaria;Activo;Loreto;Maynas;Indiana
870;203794;60152;Primaria;Activo;Loreto;Maynas;Fernando Lores
871;1328178;60152;Secundaria;Activo;Loreto;Maynas;Fernando Lores
872;1154566;601520;Primaria;Inactivo;Loreto;Maynas;Belén
873;908681;601521;Primaria;Activo;Loreto;Loreto;Nauta
874;908715;601522;Primaria;Activo;Loreto;Loreto;Tigre
875;908806;601523;Primaria;Activo;Loreto;Loreto;Urarinas
876;908830;601524;Primaria;Activo;Loreto;Loreto;Urarinas
877;1734839;601524;Secundaria;Activo;Loreto;Loreto;Urarinas
878;908954;601525;Primaria;Activo;Loreto;Loreto;Trompeteros
879;1147677;601525;Primaria;Activo;Loreto;Datem del Marañón;Morona
880;1797679;601525;Secundaria;Activo;Loreto;Datem del Marañón;Morona
881;908863;601526;Primaria;Activo;Loreto;Loreto;Urarinas
882;1147198;601526;Primaria;Activo;Loreto;Datem del Marañón;Barranca
883;908897;601527;Primaria;Activo;Loreto;Loreto;Urarinas
884;1147875;601527;Primaria;Activo;Loreto;Datem del Marañón;Andoas
885;1154608;601528;Primaria;Activo;Loreto;Maynas;San Juan Bautista
886;1147230;601528;Primaria;Activo;Loreto;Datem del Marañón;Barranca
887;1147917;601529;Primaria;Activo;Loreto;Datem del Marañón;Andoas
888;1146935;601529 SEÑOR DE LOS MILAGROS;Primaria;Activo;Loreto;Maynas;Las Amazonas
889;399758;60153;Primaria;Inactivo;Loreto;Maynas;Fernando Lores
890;908921;601530;Primaria;Activo;Loreto;Loreto;Urarinas
891;1147958;601530;Primaria;Activo;Loreto;Datem del Marañón;Andoas
892;908749;601531;Primaria;Activo;Loreto;Loreto;Urarinas
893;1147271;601531;Primaria;Activo;Loreto;Datem del Marañón;Barranca
894;908772;601532;Primaria;Activo;Loreto;Loreto;Urarinas
895;1147313;601532;Primaria;Activo;Loreto;Datem del Marañón;Barranca
896;1152149;601533;Primaria;Activo;Loreto;Maynas;Punchana
897;1147990;601533;Primaria;Activo;Loreto;Datem del Marañón;Andoas
898;1147354;601534;Primaria;Activo;Loreto;Datem del Marañón;Pastaza
899;1154640;601534 SAN LUCAS;Primaria;Activo;Loreto;Maynas;Belén
900;1794445;601534 SAN LUCAS;Secundaria;Activo;Loreto;Maynas;Belén
901;1147024;601535;Primaria;Activo;Loreto;Maynas;Fernando Lores
902;1148030;601535;Primaria;Activo;Loreto;Datem del Marañón;Pastaza
903;1154681;601536;Primaria;Activo;Loreto;Maynas;Belén
904;1148220;601537;Primaria;Activo;Loreto;Maynas;Napo
905;203802;60154;Primaria;Inactivo;Loreto;Maynas;Fernando Lores
906;1154558;601540;Primaria;Activo;Loreto;Requena;Capelo
907;1154723;601540 MONS. GABINO PERAL DE LA TORRE;Primaria;Activo;Loreto;Maynas;San Juan Bautista
908;1152180;601541;Primaria;Activo;Loreto;Maynas;Punchana
909;1154392;601541;Primaria;Inactivo;Loreto;Requena;Requena
910;1154434;601542;Primaria;Activo;Loreto;Requena;Requena
911;1154590;601543;Primaria;Activo;Loreto;Requena;Capelo
912;1154756;601544;Primaria;Activo;Loreto;Requena;Emilio San Martín
913;1150267;601547;Primaria;Activo;Loreto;Loreto;Urarinas
914;1155191;601548;Primaria;Activo;Loreto;Requena;Maquia
915;1791060;601548;Secundaria;Activo;Loreto;Requena;Maquia
916;1154475;601549;Primaria;Activo;Loreto;Requena;Requena
917;399766;60155;Primaria;Activo;Loreto;Maynas;Fernando Lores
918;1146372;601553;Primaria;Activo;Loreto;Maynas;Mazan
919;1149871;601554 - JUAN PABLO II;Primaria;Activo;Loreto;Mariscal Ramón Castilla;San Pablo
920;1152701;601555 TARAPACA;Primaria;Activo;Loreto;Maynas;Iquitos
921;1147768;601557 SANTA ROSA DE LIMA;Primaria;Activo;Loreto;Maynas;Punchana
922;1151174;601558;Primaria;Activo;Loreto;Maynas;Fernando Lores
923;1151257;601559;Primaria;Activo;Loreto;Maynas;Fernando Lores
924;1230341;601560;Primaria;Inactivo;Loreto;Maynas;Punchana
925;1261932;601561;Primaria;Activo;Loreto;Maynas;Indiana
926;1261650;601562 ALMIRANTE MIGUEL GRAU;Primaria;Activo;Loreto;Maynas;Punchana
927;1261775;601563;Primaria;Activo;Loreto;Maynas;San Juan Bautista
928;1262336;601565;Primaria;Activo;Loreto;Maynas;San Juan Bautista
929;1262690;601565;Primaria;Activo;Loreto;Requena;Jenaro Herrera
930;1262658;601566;Primaria;Activo;Loreto;Maynas;San Juan Bautista
931;1262732;601568;Primaria;Activo;Loreto;Requena;Requena
932;1262815;601569;Primaria;Activo;Loreto;Maynas;Alto Nanay
933;203810;60157;Primaria;Activo;Loreto;Maynas;Fernando Lores
934;1527464;60157;Secundaria;Activo;Loreto;Maynas;Fernando Lores
935;1262856;601570;Primaria;Activo;Loreto;Maynas;San Juan Bautista
936;1263219;601571;Primaria;Activo;Loreto;Maynas;San Juan Bautista
937;1269687;601572;Primaria;Activo;Loreto;Maynas;Fernando Lores
938;1269729;601573;Primaria;Inactivo;Loreto;Maynas;Fernando Lores
939;1268010;601574 - BUEN JARDIN;Primaria;Inactivo;Loreto;Mariscal Ramón Castilla;Yavari
940;1531524;601575;Primaria;Activo;Loreto;Maynas;Mazan
941;1271667;601576;Primaria;Activo;Loreto;Maynas;San Juan Bautista
942;1271782;601577;Primaria;Activo;Loreto;Maynas;Indiana
943;399774;60158;Primaria;Activo;Loreto;Maynas;Fernando Lores
944;1273960;601580;Primaria;Activo;Loreto;Maynas;San Juan Bautista
945;1273929;601581 CORAZON DE JESUS;Primaria;Activo;Loreto;Maynas;San Juan Bautista
946;1274083;601582 AGUSTIN RIVAS VASQUEZ;Primaria;Activo;Loreto;Maynas;Fernando Lores
947;1274125;601582 AGUSTIN RIVAS VASQUEZ;Secundaria;Activo;Loreto;Maynas;Fernando Lores
948;1537307;601583;Primaria;Activo;Loreto;Loreto;Nauta
949;1537273;601584;Primaria;Activo;Loreto;Loreto;Nauta
950;1527431;601585;Primaria;Inactivo;Loreto;Maynas;San Juan Bautista
951;1527449;601585;Secundaria;Inactivo;Loreto;Maynas;San Juan Bautista
952;1538008;601585;Primaria;Activo;Loreto;Loreto;Parinari
953;1538347;601586 MI REFUGIO;Primaria;Activo;Loreto;Loreto;Nauta
954;1782739;601586 MI REFUGIO;Secundaria;Activo;Loreto;Loreto;Nauta
955;1537281;601587 HERMAN ABEL RUCOBA SAENZ;Primaria;Activo;Loreto;Loreto;Tigre
956;1538362;601588;Primaria;Activo;Loreto;Loreto;Tigre
957;1537299;601589;Primaria;Activo;Loreto;Loreto;Tigre
958;399782;60159;Primaria;Activo;Loreto;Maynas;Fernando Lores
959;1537398;601590;Primaria;Activo;Loreto;Loreto;Tigre
960;1538396;601591;Primaria;Activo;Loreto;Loreto;Tigre
961;1538610;601592;Primaria;Activo;Loreto;Loreto;Trompeteros
962;1537489;601593;Primaria;Activo;Loreto;Loreto;Trompeteros
963;1331073;601594 REGINA LEONOR CORTES ALVARADO;Primaria;Activo;Loreto;Loreto;Nauta
964;1548189;601594 REGINA LEONOR CORTES ALVARADO;Secundaria;Activo;Loreto;Loreto;Nauta
965;1537257;601595;Primaria;Activo;Loreto;Loreto;Trompeteros
966;1538651;601596;Primaria;Activo;Loreto;Loreto;Trompeteros
967;1538669;601597;Primaria;Activo;Loreto;Loreto;Trompeteros
968;1537315;601598;Primaria;Activo;Loreto;Loreto;Trompeteros
969;1538685;601599;Primaria;Activo;Loreto;Loreto;Trompeteros
970;399790;60160;Primaria;Activo;Loreto;Maynas;Fernando Lores
971;1150747;60160;Secundaria;Activo;Loreto;Maynas;Fernando Lores
972;1537414;601600;Primaria;Activo;Loreto;Loreto;Urarinas
973;1537422;601601;Primaria;Activo;Loreto;Loreto;Urarinas
974;1537455;601602;Primaria;Activo;Loreto;Loreto;Urarinas
975;1782697;601602;Secundaria;Activo;Loreto;Loreto;Urarinas
976;1537463;601603;Primaria;Activo;Loreto;Loreto;Urarinas
977;1537471;601604;Primaria;Activo;Loreto;Loreto;Urarinas
978;1527407;601605;Primaria;Activo;Loreto;Maynas;Belén
979;1527613;601606;Primaria;Activo;Loreto;Maynas;Belén
980;1563220;601606;Secundaria;Activo;Loreto;Maynas;Belén
981;1527589;601607;Primaria;Activo;Loreto;Maynas;Mazan
982;1527514;601608;Secundaria;Activo;Loreto;Maynas;San Juan Bautista
983;1527670;601608;Primaria;Activo;Loreto;Maynas;San Juan Bautista
984;1527704;601609;Primaria;Activo;Loreto;Maynas;San Juan Bautista
985;399808;60161;Primaria;Activo;Loreto;Maynas;Fernando Lores
986;1527712;601610;Primaria;Activo;Loreto;Maynas;San Juan Bautista
987;1306224;601611;Primaria;Activo;Loreto;Maynas;Las Amazonas
988;1319995;601612;Primaria;Activo;Loreto;Maynas;Fernando Lores
989;1305812;601613;Primaria;Activo;Loreto;Maynas;Napo
990;1320019;601613;Primaria;Inactivo;Loreto;Maynas;Napo
991;1320001;601614;Primaria;Activo;Loreto;Maynas;San Juan Bautista
992;1305960;601615;Primaria;Activo;Loreto;Maynas;Mazan
993;1795723;601615;Secundaria;Activo;Loreto;Maynas;Mazan
994;1305978;601616;Primaria;Inactivo;Loreto;Maynas;Fernando Lores
995;1305986;601617;Primaria;Activo;Loreto;Putumayo;Putumayo
996;1305994;601618;Primaria;Activo;Loreto;Maynas;Mazan
997;1306000;601619;Primaria;Activo;Loreto;Maynas;Mazan
998;203828;60162 AUGUSTO FREYRE GARCIA;Primaria;Activo;Loreto;Maynas;Fernando Lores
999;1261817;60162 AUGUSTO FREYRE GARCIA;Secundaria;Activo;Loreto;Maynas;Fernando Lores
1000;1306018;601620;Primaria;Activo;Loreto;Maynas;Mazan
1001;1306026;601621;Primaria;Activo;Loreto;Maynas;Indiana
1002;1306034;601622;Primaria;Activo;Loreto;Maynas;Indiana
1003;1306042;601623;Primaria;Activo;Loreto;Maynas;Indiana
1004;1306059;601624;Primaria;Activo;Loreto;Maynas;Las Amazonas
1005;1306067;601625;Primaria;Inactivo;Loreto;Maynas;Las Amazonas
1006;1306315;601626;Primaria;Activo;Loreto;Maynas;Alto Nanay
1007;1305929;601627;Primaria;Activo;Loreto;Maynas;Punchana
1008;1305937;601628;Primaria;Activo;Loreto;Maynas;San Juan Bautista
1009;1305945;601629;Primaria;Activo;Loreto;Maynas;Las Amazonas
1010;399816;60163;Primaria;Activo;Loreto;Maynas;Fernando Lores
1011;1305952;601630;Primaria;Activo;Loreto;Maynas;Belén
1012;1306117;601631;Primaria;Activo;Loreto;Maynas;Las Amazonas
1013;1330026;601632;Primaria;Activo;Loreto;Loreto;Nauta
1014;1330034;601633;Primaria;Activo;Loreto;Loreto;Nauta
1015;1307792;601634;Primaria;Activo;Loreto;Maynas;Punchana
1016;1330042;601634;Primaria;Activo;Loreto;Loreto;Nauta
1017;1330059;601635;Primaria;Activo;Loreto;Loreto;Tigre
1018;1330067;601636;Primaria;Activo;Loreto;Loreto;Tigre
1019;1330075;601637;Primaria;Activo;Loreto;Loreto;Nauta
1020;1330083;601638;Primaria;Activo;Loreto;Loreto;Urarinas
1021;1330091;601639;Primaria;Activo;Loreto;Loreto;Urarinas
1022;399824;60164;Primaria;Activo;Loreto;Maynas;Fernando Lores
1023;1330109;601640;Primaria;Activo;Loreto;Loreto;Urarinas
1024;1330117;601641;Primaria;Activo;Loreto;Loreto;Urarinas
1025;1330125;601642;Primaria;Activo;Loreto;Loreto;Urarinas
1026;1797794;601642;Secundaria;Activo;Loreto;Loreto;Urarinas
1027;1331065;601643;Primaria;Activo;Loreto;Loreto;Trompeteros
1028;1351097;601644;Primaria;Activo;Loreto;Loreto;Urarinas
1029;1351105;601645;Primaria;Activo;Loreto;Loreto;Urarinas
1030;1351113;601646;Primaria;Activo;Loreto;Loreto;Urarinas
1031;1351121;601647;Primaria;Activo;Loreto;Loreto;Urarinas
1032;1366293;601648;Primaria;Activo;Loreto;Maynas;San Juan Bautista
1033;1366301;601649;Primaria;Activo;Loreto;Maynas;San Juan Bautista
1034;399832;60165;Primaria;Activo;Loreto;Maynas;Fernando Lores
1035;1150424;60165 RICARDO PALMA;Secundaria;Activo;Loreto;Maynas;Fernando Lores
1036;1328186;60165 RICARDO PALMA;Secundaria;Inactivo;Loreto;Maynas;Fernando Lores
1037;1366319;601650;Primaria;Activo;Loreto;Maynas;San Juan Bautista
1038;1391002;601651;Primaria;Activo;Loreto;Putumayo;Putumayo
1039;399840;60166;Primaria;Activo;Loreto;Maynas;Fernando Lores
1040;1377720;601660;Primaria;Activo;Loreto;Maynas;Punchana
1041;1378199;601661;Primaria;Activo;Loreto;Requena;Yaquerana
1042;1378207;601662;Primaria;Activo;Loreto;Putumayo;Teniente Manuel Clavero
1043;1378215;601663;Primaria;Activo;Loreto;Maynas;Indiana
1044;1378223;601664;Primaria;Activo;Loreto;Requena;Yaquerana
1045;1378231;601665;Primaria;Activo;Loreto;Requena;Yaquerana
1046;1378249;601666;Primaria;Activo;Loreto;Maynas;Punchana
1047;1378256;601667;Primaria;Activo;Loreto;Requena;Yaquerana
1048;1458876;601667 - BILINGÜE;Secundaria;Activo;Loreto;Requena;Yaquerana
1049;1378264;601668;Primaria;Activo;Loreto;Requena;Yaquerana
1050;1458884;601668 - BILINGÜE;Secundaria;Activo;Loreto;Requena;Yaquerana
1051;1403856;601669;Primaria;Activo;Loreto;Putumayo;Teniente Manuel Clavero
1052;399857;60167;Primaria;Activo;Loreto;Maynas;Fernando Lores
1053;1378272;601670;Primaria;Inactivo;Loreto;Maynas;Mazan
1054;1378280;601671;Primaria;Activo;Loreto;Maynas;Belén
1055;1378298;601672;Primaria;Inactivo;Loreto;Putumayo;Putumayo
1056;1378306;601673;Primaria;Inactivo;Loreto;Maynas;Mazan
1057;1378314;601674;Primaria;Activo;Loreto;Putumayo;Putumayo
1058;1378322;601675;Primaria;Activo;Loreto;Putumayo;Putumayo
1059;1378330;601676;Primaria;Activo;Loreto;Putumayo;Putumayo
1060;1378348;601677;Primaria;Inactivo;Loreto;Maynas;Indiana
1061;1378355;601678;Primaria;Activo;Loreto;Maynas;San Juan Bautista
1062;1378363;601679;Primaria;Activo;Loreto;Maynas;Punchana
1063;399865;60168;Primaria;Activo;Loreto;Maynas;Fernando Lores
1064;1150788;60168;Secundaria;Activo;Loreto;Maynas;Fernando Lores
1065;1378371;601680;Primaria;Inactivo;Loreto;Maynas;Indiana
1066;1378389;601681;Primaria;Activo;Loreto;Maynas;Mazan
1067;1378397;601682;Primaria;Inactivo;Loreto;Maynas;Mazan
1068;1378405;601683;Primaria;Inactivo;Loreto;Putumayo;Yaguas
1069;1378413;601684;Primaria;Activo;Loreto;Putumayo;Rosa Panduro
1070;1378421;601685;Primaria;Activo;Loreto;Maynas;Las Amazonas
1071;1378439;601686;Primaria;Inactivo;Loreto;Maynas;Mazan
1072;1378447;601687;Primaria;Activo;Loreto;Maynas;Punchana
1073;1378454;601688;Primaria;Inactivo;Loreto;Maynas;Las Amazonas
