#;Código modular;Nombre;Nivel / Modalidad;Estado;Departamento;Provincia;Distrito
1936;1148725;60970;Primaria;Activo;Loreto;Maynas;Napo
1937;557140;60971;Primaria;Activo;Loreto;Maynas;Napo
1938;557173;60972;Primaria;Activo;Loreto;Maynas;Napo
1939;557207;60973;Primaria;Activo;Loreto;Maynas;Napo
1940;557322;60974 MARIANO MELGAR;Primaria;Activo;Loreto;Maynas;Punchana
1941;573337;60975 JOSE CARLOS MARIATEGUI;Primaria;Activo;Loreto;Maynas;Iquitos
1942;557470;60976;Primaria;Activo;Loreto;Maynas;Punchana
1943;557504;60977;Primaria;Activo;Loreto;Maynas;Punchana
1944;1267939;60977;Secundaria;Activo;Loreto;Maynas;Punchana
1945;557561;60978;Primaria;Activo;Loreto;Maynas;Fernando Lores
1946;557595;60979;Primaria;Activo;Loreto;Maynas;Fernando Lores
1947;557629;60980;Primaria;Activo;Loreto;Maynas;Las Amazonas
1948;557652;60981;Primaria;Activo;Loreto;Maynas;Las Amazonas
1949;557686;60982;Primaria;Activo;Loreto;Maynas;Las Amazonas
1950;574343;60983;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
1951;1148758;60984 FERNANDO LORES DE CAMOTE;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
1952;574400;60985;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
1953;557744;60986 - PERUATE II ZONA;Primaria;Activo;Loreto;Mariscal Ramón Castilla;San Pablo
1954;557835;60987;Primaria;Activo;Loreto;Requena;Maquia
1955;572941;60988 HIJOS DEL CORRIENTE;Primaria;Activo;Loreto;Loreto;Trompeteros
1956;1671007;60988 HIJOS DEL CORRIENTE;Secundaria;Activo;Loreto;Loreto;Trompeteros
1957;556969;60989;Primaria;Activo;Loreto;Maynas;San Juan Bautista
1958;557264;60990;Primaria;Activo;Loreto;Maynas;Napo
1959;557298;60991;Primaria;Activo;Loreto;Maynas;Torres Causana
1960;557801;60992;Primaria;Activo;Loreto;Requena;Maquia
1961;1759901;60992;Secundaria;Activo;Loreto;Requena;Maquia
1962;565523;60993 RAMON CASTILLA;Primaria;Activo;Loreto;Maynas;Belén
1963;1147537;60993 RAMON CASTILLA Y MARQUEZADO;Secundaria;Activo;Loreto;Maynas;Belén
1964;573097;60994;Primaria;Activo;Loreto;Loreto;Urarinas
1965;573113;60995;Primaria;Activo;Loreto;Loreto;Urarinas
1966;1538768;60995;Secundaria;Activo;Loreto;Loreto;Urarinas
1967;573121;60996;Primaria;Activo;Loreto;Loreto;Urarinas
1968;1638394;60996;Secundaria;Activo;Loreto;Loreto;Urarinas
1969;573147;60997;Primaria;Activo;Loreto;Loreto;Urarinas
1970;573154;60998;Primaria;Activo;Loreto;Loreto;Urarinas
1971;573170;60999;Primaria;Activo;Loreto;Loreto;Urarinas
1972;400697;61001 CLUB DE LEONES;Primaria;Activo;Loreto;Maynas;Iquitos
1973;400705;61002 ANDRES BELLO;Primaria;Activo;Loreto;Maynas;Iquitos
1974;400739;61003 MARIA AUXILIADORA;Primaria;Activo;Loreto;Maynas;Iquitos
1975;398495;61004 JUAN PABLO II;Primaria;Activo;Loreto;Maynas;Iquitos
1976;1208891;61004 JUAN PABLO II;Secundaria;Activo;Loreto;Maynas;Iquitos
1977;400754;61005 SOFIA LECCA VARGAS;Primaria;Activo;Loreto;Maynas;Iquitos
1978;398511;61006 SARA ALICIA SABERBEIN PINEDO;Primaria;Activo;Loreto;Maynas;Belén
1979;400762;61008 JUAN BAUTISTA MORI ROSALES;Primaria;Activo;Loreto;Maynas;Iquitos
1980;203497;61009;Primaria;Inactivo;Loreto;Maynas;Iquitos
1981;203505;61010 FERNANDO LORES TENAZOA;Primaria;Activo;Loreto;Maynas;Iquitos
1982;1262930;61010 FERNANDO LORES TENAZOA;Secundaria;Activo;Loreto;Maynas;Iquitos
1983;203562;61014 HORACIO ZEVALLOS GAMEZ;Primaria;Activo;Loreto;Maynas;Iquitos
1984;398875;61015 LA INMACULADA;Primaria;Activo;Loreto;Maynas;Punchana
1985;401448;61022 JORGE BARDALES RUIZ;Primaria;Activo;Loreto;Loreto;Nauta
1986;1150069;61022 JORGE BARDALES RUIZ;Secundaria;Activo;Loreto;Loreto;Nauta
1987;401455;61023 ROSA LICENIA VELA PINEDO DE COSTA;Primaria;Activo;Loreto;Loreto;Nauta
1988;1150101;61023 ROSA LICENIA VELA PINEDO DE COSTA;Secundaria;Activo;Loreto;Loreto;Nauta
1989;397588;61025 ISAURA CASIANA MAFALDO GORDON;Primaria;Activo;Loreto;Requena;Requena
1990;1262492;61025 ISAURA CASIANA MAFALDO GORDON;Secundaria;Activo;Loreto;Requena;Requena
1991;684944;61154;Primaria;Activo;Loreto;Ucayali;Contamana
1992;698076;61155;Primaria;Activo;Loreto;Ucayali;Pampa Hermosa
1993;582569;61157-B;Primaria;Activo;Loreto;Ucayali;Contamana
1994;725358;61158;Primaria;Activo;Loreto;Ucayali;Contamana
1995;684969;61159;Primaria;Activo;Loreto;Ucayali;Contamana
1996;725366;61160;Primaria;Activo;Loreto;Ucayali;Contamana
1997;746792;61161;Primaria;Activo;Loreto;Ucayali;Sarayacu
1998;684977;61162;Primaria;Inactivo;Loreto;Ucayali;Sarayacu
1999;725374;61164;Primaria;Activo;Loreto;Ucayali;Padre Márquez
2000;1229988;61164 PS;Secundaria;Activo;Loreto;Ucayali;Padre Márquez
2001;746594;61165;Primaria;Activo;Loreto;Ucayali;Contamana
2002;698084;61166;Primaria;Activo;Loreto;Ucayali;Contamana
2003;746602;61167;Primaria;Activo;Loreto;Ucayali;Contamana
2004;746610;61168-B;Primaria;Activo;Loreto;Ucayali;Contamana
2005;725507;61169;Primaria;Inactivo;Loreto;Ucayali;Pampa Hermosa
2006;746800;61170;Primaria;Activo;Loreto;Ucayali;Sarayacu
2007;746826;61172-B;Primaria;Activo;Loreto;Ucayali;Sarayacu
2008;803684;61173;Primaria;Activo;Loreto;Ucayali;Contamana
2009;803718;61174;Primaria;Inactivo;Loreto;Ucayali;Sarayacu
2010;803742;61175;Primaria;Activo;Loreto;Ucayali;Vargas Guerra
2011;803775;61176;Primaria;Activo;Loreto;Ucayali;Sarayacu
2012;1797372;61176;Secundaria;Activo;Loreto;Ucayali;Sarayacu
2013;803809;61177 PS;Primaria;Activo;Loreto;Ucayali;Sarayacu
2014;838417;61178;Primaria;Activo;Loreto;Ucayali;Sarayacu
2015;1152677;61179;Primaria;Activo;Loreto;Ucayali;Contamana
2016;838326;61180-B;Primaria;Activo;Loreto;Ucayali;Sarayacu
2017;838292;61181;Primaria;Activo;Loreto;Ucayali;Sarayacu
2018;1152958;61182;Primaria;Inactivo;Loreto;Ucayali;Padre Márquez
2019;1209055;61183;Primaria;Activo;Loreto;Ucayali;Sarayacu
2020;1152990;61184;Primaria;Activo;Loreto;Ucayali;Padre Márquez
2021;1153030;61185 - B;Primaria;Inactivo;Loreto;Ucayali;Padre Márquez
2022;1152719;61186;Primaria;Activo;Loreto;Ucayali;Contamana
2023;838235;61187;Primaria;Activo;Loreto;Ucayali;Sarayacu
2024;838177;61188;Primaria;Activo;Loreto;Ucayali;Sarayacu
2025;838144;61189;Primaria;Inactivo;Loreto;Ucayali;Sarayacu
2026;1188127;61190-B;Primaria;Activo;Loreto;Ucayali;Contamana
2027;1542141;61191;Primaria;Activo;Loreto;Ucayali;Contamana
2028;1153071;61192;Primaria;Inactivo;Loreto;Ucayali;Padre Márquez
2029;1155209;61193;Primaria;Activo;Loreto;Ucayali;Contamana
2030;838052;61194-B;Primaria;Activo;Loreto;Ucayali;Contamana
2031;1153113;61195-B;Primaria;Activo;Loreto;Ucayali;Padre Márquez
2032;725382;61196;Primaria;Inactivo;Loreto;Ucayali;Contamana
2033;1152834;61197;Primaria;Activo;Loreto;Ucayali;Contamana
2034;1153352;61198;Primaria;Inactivo;Loreto;Ucayali;Sarayacu
2035;1153196;61199;Primaria;Inactivo;Loreto;Ucayali;Vargas Guerra
2036;1229368;61200;Primaria;Inactivo;Loreto;Ucayali;Contamana
2037;1153311;61200;Primaria;Inactivo;Loreto;Ucayali;Inahuaya
2038;1153238;61201 CONSTANTINO VISALOTE HUAMAN;Primaria;Activo;Loreto;Ucayali;Vargas Guerra
2039;1721463;61201 CONSTANTINO VISALOTE HUAMAN;Secundaria;Activo;Loreto;Ucayali;Vargas Guerra
2040;1152875;61202;Primaria;Activo;Loreto;Ucayali;Contamana
2041;1153154;61203;Primaria;Activo;Loreto;Ucayali;Padre Márquez
2042;1152917;61204-B;Primaria;Activo;Loreto;Ucayali;Contamana
2043;1153394;61205;Primaria;Activo;Loreto;Ucayali;Sarayacu
2044;1153279;61206;Primaria;Activo;Loreto;Ucayali;Vargas Guerra
2045;301309;61501;Primaria;Activo;Loreto;Maynas;Punchana
2046;1307784;61501;Secundaria;Activo;Loreto;Maynas;Punchana
2047;398891;62001 JOSE CUPERTINO GOMERO COTILLO;Primaria;Activo;Loreto;Alto Amazonas;Yurimaguas
2048;202440;62004 OLGA MANUELA DEL AGUILA ANGULO;Primaria;Activo;Loreto;Alto Amazonas;Yurimaguas
2049;202457;62005;Primaria;Activo;Loreto;Alto Amazonas;Yurimaguas
2050;202465;62006 JOSE DAMASO RAMOS BOSMEDIANO;Primaria;Activo;Loreto;Alto Amazonas;Yurimaguas
